DeptName,Bounds,Util_lo,Util_lo_CI,Util_hi,Util_hi_CI
Guediawaye,81.0,0.0032093129668897546,"(0.0023372875009215477, 0.004081338432857962)",0.1657669806413793,"(0.1201956791299601, 0.21133828215279848)"
Guinguineo,81.0,0.021481632655035554,"(0.017620053271302893, 0.025343212038768215)",0.2539079933490793,"(0.11069842202230973, 0.3971175646758489)"
Kaffrine,81.0,0.01636899549762383,"(0.012653940709334677, 0.02008405028591298)",0.1881154922596906,"(0.09528463466106629, 0.2809463498583149)"
Kanel,81.0,0.006177825983918694,"(0.004988867462314417, 0.007366784505522972)",0.22543859943642275,"(0.15880816192539804, 0.29206903694744746)"
Kaolack,81.0,0.007695204880560524,"(0.0057870541859834645, 0.009603355575137584)",0.3272162682883497,"(0.24166853510201847, 0.41276400147468095)"
Kebemer,81.0,0.008788981223405656,"(0.0066559619356425515, 0.010922000511168761)",0.18231896219944232,"(0.07319833265504627, 0.2914395917438384)"
Kedougou,81.0,0.003121597961767364,"(0.0015085143988216032, 0.004734681524713125)",0.1742004066579863,"(0.12468511071008592, 0.2237157026058867)"
Keur Massar,81.0,0.010608197284195597,"(0.0067665846170967825, 0.014449809951294412)",0.3321969731614054,"(0.19317822638253013, 0.47121571994028066)"
Kolda,81.0,0.003009352143923394,"(0.0020973691580135068, 0.003921335129833281)",0.21414745054103612,"(0.18373507900277275, 0.2445598220792995)"
Koumpentoum,81.0,0.0018883285019306584,"(0.000994314920330197, 0.0027823420835311197)",0.13072635960370604,"(0.09948172843266434, 0.16197099077474775)"
Koungheul,81.0,0.008267464260875101,"(0.004620943878427042, 0.011913984643323161)",0.3747169229861491,"(0.2944489887700428, 0.45498485720225545)"
Linguere,81.0,0.022817430371556924,"(0.018893981283236272, 0.026740879459877576)",0.2891637841328496,"(0.14388344868472558, 0.4344441195809736)"
Louga,81.0,0.04332573087507896,"(0.04146777324591788, 0.04518368850424004)",0.33069532371989396,"(0.22139926002658328, 0.43999138741320465)"
Malem Hoddar,81.0,0.033013850558127444,"(0.029186885654167938, 0.03684081546208695)",0.3391564891093548,"(0.15994788034215546, 0.5183650978765542)"
Matam,81.0,0.0019897325020039602,"(0.0010691777068281283, 0.002910287297179792)",0.17104023263329715,"(0.16092422874531742, 0.18115623652127688)"
Mbacke,81.0,0.034265583232674146,"(0.03148616160842366, 0.037045004856924635)",0.30643498045684936,"(0.1964704277628737, 0.416399533150825)"
Mbour,81.0,0.0036600472120724703,"(0.0025590180081263014, 0.004761076416018639)",0.15634079377753274,"(0.13814923392574663, 0.17453235362931885)"
Medina Yoro Foulah,70.0,0.035127580852776674,"(0.03175856565292001, 0.038496596052633336)",0.37588276254844466,"(0.21566187748141452, 0.5361036476154748)"
Nioro du Rip,81.0,0.027467799431335038,"(0.02332329204256567, 0.03161230682010441)",0.4131553640277854,"(0.18634347703902243, 0.6399672510165484)"
Oussouye,81.0,0.0178977629730408,"(0.014655239716034885, 0.021140286230046712)",0.26421879116295877,"(0.21092652734571793, 0.3175110549801996)"
Pikine,81.0,0.04073397178845539,"(0.03889540695974958, 0.042572536617161205)",0.38076126776879704,"(0.10345129231857797, 0.6580712432190161)"
Podor,81.0,0.010414427967285533,"(0.007411520002133187, 0.01341733593243788)",0.28244934186091264,"(0.1110031527570019, 0.4538955309648234)"
Ranerou Ferlo,81.0,0.045346708182297135,"(0.04239748946816135, 0.04829592689643292)",0.3414823294749496,"(0.17280695220567743, 0.5101577067442218)"
Rufisque,81.0,0.0010518838454700585,"(0.0006694817020242994, 0.0014342859889158177)",0.09140485393696807,"(0.08161934787795921, 0.10119035999597692)"
Saint-Louis,81.0,0.0013108589720047803,"(0.0005263860433366574, 0.002095331900672903)",0.1891794874422814,"(0.17489389071191397, 0.20346508417264886)"
Salemata,81.0,0.013592200551213907,"(0.009934623687549049, 0.017249777414878764)",0.2861749596313192,"(0.1834049634070869, 0.38894495585555156)"
Saraya,81.0,0.03465661244595353,"(0.03125401258227001, 0.03805921230963705)",0.3310721832137986,"(0.12059538328310104, 0.5415489831444962)"
Sedhiou,81.0,0.012302044087157071,"(0.007661958471773644, 0.016942129702540498)",0.28812351701207106,"(0.174192300383595, 0.4020547336405471)"
Tambacounda,81.0,0.0020555269638542484,"(0.0010758585329764259, 0.003035195394732071)",0.15472494030118256,"(0.14506087366842912, 0.164389006933936)"
Thies,81.0,0.0013660458623867555,"(0.0007567781967505738, 0.0019753135280229372)",0.09789539306780348,"(0.060400232347573635, 0.13539055378803333)"
Tivaoune,81.0,0.007514086129171815,"(0.005473313447801331, 0.0095548588105423)",0.18225707836595184,"(-0.004836128153334229, 0.3693502848852379)"
Velingara,69.0,0.009445384302340543,"(0.008942299823653244, 0.009948468781027842)",0.22883688243470246,"(0.12258502786601433, 0.3350887370033906)"
Ziguinchor,81.0,0.03281406712718926,"(0.029820033213646013, 0.03580810104073251)",0.2953002938964193,"(0.11579645671668715, 0.4748041310761515)"
